,Invasion_simulation_50.csv,Invasion_simulation_100.csv,Invasion_simulation_250.csv,Invasion_simulation_500.csv,Invasion_simulation_750.csv,Invasion_simulation_1000.csv
119,0.03378737076502476,0.041944159063701636,0.06110655105822516,0.05988051465705121,0.06259784917665301,0.060368399422579384
120,0.03329485089226468,0.04194800120628579,0.06038616167301164,0.05980541238354346,0.06161403073108535,0.06037225514901101
121,0.03290228395804863,0.04198255609041938,0.060393880579348476,0.059813132675637176,0.05863679117270997,0.05837839279778488
122,0.0329099529032528,0.0420017676068194,0.06039401502819046,0.058309867806248514,0.05864064391251056,0.05836034703243356
123,0.03295210423456005,0.04205171934073325,0.06038643047942427,0.05650451490771729,0.05865605502432544,0.058387325041701216
124,0.032944376888381,0.04184489958190575,0.060394149478631504,0.05652766543074011,0.05866376067180168,0.0570138316923455
125,0.03300573396262384,0.04018954010440302,0.06040958766065908,0.05652006013238236,0.05868687798051427,0.057017684414977246
126,0.03295954227679553,0.040281721073214684,0.06041344724441924,0.057017205493991786,0.05869073091871706,0.05703309545824284
127,0.03296337717785964,0.040300926551883096,0.06041730684348088,0.05650270764930218,0.05765754724728289,0.05706777119913611
128,0.03297087391372777,0.04030860885054552,0.05873277926533312,0.05651042682825672,0.057661400321742495,0.05707933005437972
